311;1048;9.900000;931;small
312;1075;9.900000;940;small
313;962;9.900000;952;small
314;3663;9.900000;1063;small
315;4872;9.900000;1067;small
316;2142;9.900000;1069;small
317;2159;9.900000;1071;small
318;2181;9.900000;1073;small
319;4468;9.900000;1100;small
320;4387;9.900000;1102;small
321;4420;9.900000;1109;small
322;2204;9.900000;1121;small
323;4224;9.900000;1122;small
324;2208;9.900000;1138;small
325;2223;9.900000;1139;small
326;3912;9.900000;1179;small
327;4834;9.900000;1189;small
328;4082;9.900000;1251;small
329;4451;9.900000;1212;small
330;1662;9.900000;1281;small
331;1318;9.900000;1304;small
332;4149;9.900000;1263;small
333;4132;9.900000;1275;small
334;1686;9.900000;1296;small
335;1670;9.900000;1295;small
336;4140;9.900000;1316;small
337;1312;9.900000;1302;small
338;4150;9.900000;1336;small
339;2672;9.900000;1335;small
340;1597;9.900000;1343;small
341;2752;9.900000;1372;small
342;4145;9.900000;1359;small
343;4841;9.900000;1369;small
344;4857;9.900000;1375;small
345;4117;9.900000;1406;small
346;4686;9.900000;1449;small
347;4718;9.900000;1454;small
348;4612;9.900000;1502;small
349;4735;9.900000;1438;small
350;2759;9.900000;1423;small
351;4344;9.900000;1431;small
352;2752;9.900000;1430;small
353;4316;9.900000;1441;small
354;4335;9.900000;1439;small
355;4304;9.900000;1447;small
356;4315;9.900000;1448;small
357;4140;9.900000;1472;small
358;1200;9.900000;1516;small
359;1177;9.900000;1517;small
360;2928;9.900000;1611;small
361;987;9.900000;1622;small
362;1555;9.900000;1640;small
363;475;9.900000;1796;small
364;458;9.900000;1709;small
365;407;9.900000;1778;small
366;2332;9.900000;1719;small
367;4038;9.900000;1744;small
368;3935;9.900000;1794;small
369;3880;9.900000;1841;small
370;2944;9.900000;1953;small
371;2987;9.900000;1990;small
372;2069;9.900000;1900;small
373;2873;9.900000;1932;small
374;2923;9.900000;1932;small
375;2918;9.900000;1940;small
376;3062;9.900000;1948;small
377;2993;9.900000;1967;small
378;2996;9.900000;1997;small
379;4257;9.900000;352;small
380;4203;9.900000;356;small
381;3148;9.900000;387;small
382;3159;9.900000;389;small
383;3136;9.900000;393;small
384;4292;9.900000;408;small
385;3370;9.900000;448;small
386;3771;9.900000;474;small
387;1293;9.900000;490;small
388;1196;9.900000;846;small
389;1605;9.900000;1144;small
390;1611;9.900000;1148;small
391;2253;9.900000;1182;small
392;2407;9.900000;1229;small
393;1023;9.900000;1364;small
394;1030;9.900000;1379;small
395;489;9.900000;1726;small
396;2376;9.900000;1807;small
397;3001;9.900000;1860;small
398;2679;9.900000;910;small
399;3575;9.900000;1819;small
400;961;9.900000;1501;small
401;5299;9.900000;1276;small
402;5057;9.900000;303;small
403;1059;9.900000;513;small
404;2459;9.900000;374;small
405;79;9.900000;918;small
406;4418;9.900000;149;small
407;3168;9.900000;1604;small
408;2472;9.900000;256;small
409;4123;9.900000;1660;small
410;5623;9.900000;582;small
411;69;9.900000;51;small
412;2121;9.900000;1910;small
413;5178;9.900000;2029;small
414;3548;9.900000;106;small
415;4280;9.900000;908;small
416;4486;9.900000;1657;small
417;1386;9.900000;2005;small
418;365;9.900000;588;small
419;4958;9.900000;203;small
420;186;9.900000;1617;small
421;1760;9.900000;842;small
422;3192;9.900000;1965;small
423;1312;9.900000;1081;small
424;1479;9.900000;248;small
425;3125;9.900000;1095;small
426;892;9.900000;81;small
427;868;9.900000;1194;small
428;1736;9.900000;926;small
429;4142;9.900000;797;small
430;1584;9.900000;931;small
431;2404;9.900000;1043;small
432;3260;9.900000;1470;small
433;3588;9.900000;966;small
434;5494;9.900000;936;small
435;1425;9.900000;410;small
436;3306;9.900000;679;small
437;465;9.900000;1365;small
438;3590;9.900000;837;small
439;4321;9.900000;796;small
440;3057;9.900000;151;small
441;935;9.900000;366;small
442;1831;9.900000;1988;small
443;1190;9.900000;1054;small
444;3964;9.900000;1460;small
